transaction_id,CLIENTNUM,transaction_datetime,amount,merchant_category,hour_of_day,is_foreign_transaction,distance_from_home_km,is_fraud
26997,820036533,2024-10-23 01:00:00,50.31,Utility Bill,1,0,9.4,0
26998,820036533,2024-02-27 07:00:00,150.47,ATM Withdrawal,7,0,0.4,0
26999,820036533,2024-07-26 16:00:00,33.09,Electronics,16,0,2.5,0
27000,820036533,2024-05-29 02:00:00,67.38,Gas Station,2,0,15.7,0
27001,820036533,2024-01-23 12:00:00,61.47,Jewelry,12,0,24.8,0
27002,820036533,2024-08-31 06:00:00,26.12,Electronics,6,0,6.0,0
27003,820036533,2024-11-11 19:00:00,67.86,Grocery,19,0,63.5,0
27004,820036533,2024-03-18 22:00:00,45.71,Electronics,22,0,10.1,0
27005,820036533,2024-09-15 13:00:00,331.05,Online Retail,13,0,13.5,0
27006,820036533,2024-02-15 07:00:00,83.15,Gas Station,7,0,4.1,0
27007,820036533,2024-04-09 11:00:00,108.52,Jewelry,11,0,43.6,0
27008,820036533,2024-05-18 01:00:00,92.66,ATM Withdrawal,1,0,3.7,0
27009,820036533,2024-10-21 20:00:00,80.3,Online Retail,20,0,1.7,0
27010,820036533,2024-07-16 00:00:00,54.28,Electronics,0,0,11.1,0
27011,820036533,2024-03-28 21:00:00,66.91,ATM Withdrawal,21,0,3.4,0
27012,798553158,2024-02-23 14:00:00,22.35,Online Retail,14,0,13.1,0
27013,798553158,2024-02-02 06:00:00,172.95,Restaurant,6,0,29.6,0
27014,798553158,2024-10-28 15:00:00,85.11,Restaurant,15,0,1.4,0
27015,798553158,2024-11-15 22:00:00,52.01,Travel,22,0,0.2,0
27016,798553158,2024-04-09 05:00:00,176.52,Jewelry,5,0,8.6,0
27017,798553158,2024-02-14 09:00:00,124.96,Jewelry,9,0,8.6,0
27018,798553158,2024-02-27 02:00:00,44.48,ATM Withdrawal,2,1,467.1,0
27019,798553158,2024-09-16 05:00:00,88.23,Restaurant,5,0,27.6,0
27020,798553158,2024-07-02 16:00:00,41.8,Jewelry,16,0,0.1,0
27021,798553158,2024-11-28 10:00:00,105.73,Jewelry,10,0,20.2,0
27022,798553158,2024-12-15 09:00:00,37.05,Electronics,9,0,3.4,0
27023,798553158,2024-11-21 19:00:00,79.2,Online Retail,19,0,29.4,0
27024,798553158,2024-08-14 11:00:00,35.28,Restaurant,11,0,13.1,0
27025,798553158,2024-12-12 17:00:00,55.68,Utility Bill,17,0,51.7,0
27026,798553158,2024-06-30 13:00:00,64.27,Gas Station,13,0,6.9,0
27027,798553158,2024-03-07 16:00:00,62.61,Gas Station,16,0,8.7,0
27028,798553158,2024-09-19 23:00:00,228.55,Jewelry,23,1,1077.8,0
27029,798553158,2024-04-27 06:00:00,116.35,Gas Station,6,0,3.1,0
27030,709150608,2024-06-09 00:00:00,36.98,Restaurant,0,0,38.6,0
27031,709150608,2024-04-07 13:00:00,41.74,Gas Station,13,0,32.7,0
27032,709150608,2024-11-15 10:00:00,47.84,ATM Withdrawal,10,0,11.2,0
27033,709150608,2024-08-27 16:00:00,116.8,Grocery,16,0,12.3,0
27034,709150608,2024-05-29 01:00:00,22.44,Jewelry,1,0,21.8,0
27035,709150608,2024-10-10 21:00:00,6.65,Grocery,21,0,16.2,0
27036,709150608,2024-11-07 05:00:00,53.75,Grocery,5,0,0.8,0
27037,709150608,2024-01-07 03:00:00,49.95,Grocery,3,0,12.4,0
27038,709150608,2024-02-21 21:00:00,74.09,Gas Station,21,0,8.8,0
27039,709150608,2024-01-02 08:00:00,48.44,Jewelry,8,0,8.0,0
27040,709150608,2024-11-16 16:00:00,29.88,Grocery,16,0,9.6,0
27041,709150608,2024-02-22 21:00:00,72.27,Jewelry,21,0,1.2,0
27042,709150608,2024-08-06 14:00:00,40.81,Grocery,14,1,362.9,0
27043,709150608,2024-03-01 06:00:00,25.29,Jewelry,6,0,5.8,0
27044,709150608,2024-03-17 13:00:00,54.99,Gas Station,13,0,10.1,0
27045,709150608,2024-10-17 20:00:00,61.45,Gas Station,20,0,4.0,0
27046,787460883,2024-03-30 01:00:00,42.05,Jewelry,1,0,1.0,0
27047,787460883,2024-02-27 21:00:00,10.09,Restaurant,21,0,25.3,0
27048,787460883,2024-07-22 18:00:00,69.43,Travel,18,1,984.1,0
27049,787460883,2024-05-15 04:00:00,26.7,Utility Bill,4,0,31.0,0
27050,787460883,2024-08-10 11:00:00,16.84,Grocery,11,0,0.7,0
27051,787460883,2024-07-29 23:00:00,27.8,Online Retail,23,0,1.2,0
27052,787460883,2024-12-27 05:00:00,35.86,Restaurant,5,0,26.1,0
27053,787460883,2024-02-18 13:00:00,45.85,Utility Bill,13,0,21.3,0
27054,814483608,2024-12-24 00:00:00,30.69,Grocery,0,0,0.5,0
27055,814483608,2024-11-05 01:00:00,78.09,Travel,1,0,29.0,0
27056,814483608,2024-09-05 08:00:00,59.57,Utility Bill,8,0,17.7,0
27057,814483608,2024-07-09 09:00:00,49.64,Jewelry,9,0,2.4,0
27058,814483608,2024-11-24 15:00:00,46.36,ATM Withdrawal,15,0,1.9,0
27059,814483608,2024-02-02 03:00:00,36.06,ATM Withdrawal,3,0,16.3,1
27060,814483608,2024-03-10 10:00:00,45.88,Online Retail,10,0,29.9,0
27061,814483608,2024-09-11 20:00:00,53.88,Restaurant,20,0,6.1,0
27062,814483608,2024-10-02 01:00:00,26.27,Jewelry,1,0,11.5,1
27063,814483608,2024-12-17 09:00:00,28.3,Electronics,9,1,602.0,0
27064,718708908,2024-12-17 23:00:00,62.52,Online Retail,23,0,12.5,0
27065,718708908,2024-01-09 21:00:00,125.03,Travel,21,0,28.1,0
27066,718708908,2024-08-23 21:00:00,60.62,Electronics,21,0,12.6,0
27067,718708908,2024-12-05 17:00:00,156.53,Electronics,17,0,17.1,0
27068,718708908,2024-01-18 19:00:00,33.4,Online Retail,19,0,20.3,0
27069,718708908,2024-11-21 05:00:00,20.17,ATM Withdrawal,5,0,4.4,0
27070,718708908,2024-12-16 15:00:00,57.41,Utility Bill,15,0,15.0,0
27071,716825808,2024-01-26 22:00:00,58.9,Electronics,22,0,9.9,0
27072,716825808,2024-11-24 17:00:00,179.0,Electronics,17,0,12.6,0
27073,716825808,2024-09-01 00:00:00,66.97,Utility Bill,0,1,66.7,0
27074,716825808,2024-06-28 17:00:00,39.26,Grocery,17,0,68.6,0
27075,716825808,2024-05-10 14:00:00,44.62,Gas Station,14,0,10.6,0
27076,716825808,2024-06-29 05:00:00,38.22,Jewelry,5,0,0.3,1
27077,716825808,2024-02-18 03:00:00,40.44,Restaurant,3,0,26.2,0
27078,716825808,2024-12-04 00:00:00,112.76,Jewelry,0,0,1.5,0
27079,716825808,2024-06-22 21:00:00,56.37,Restaurant,21,0,22.7,0
27080,716825808,2024-10-08 21:00:00,102.72,ATM Withdrawal,21,0,8.5,0
27081,716825808,2024-04-12 13:00:00,39.01,Utility Bill,13,0,53.2,0
27082,716825808,2024-10-18 18:00:00,150.05,Online Retail,18,0,23.2,0
27083,716825808,2024-07-09 04:00:00,101.89,Grocery,4,0,32.2,0
27084,716825808,2024-10-22 07:00:00,86.82,ATM Withdrawal,7,0,0.1,0
27085,716825808,2024-04-28 19:00:00,15.44,Utility Bill,19,0,3.1,0
27086,716825808,2024-12-14 13:00:00,110.37,Restaurant,13,0,23.3,0
27087,716825808,2024-08-18 04:00:00,40.7,Jewelry,4,0,12.2,0
27088,716825808,2024-04-08 10:00:00,25.03,Travel,10,0,43.7,0
27089,709296558,2024-05-19 18:00:00,68.24,Utility Bill,18,0,31.3,0
27090,709296558,2024-01-27 07:00:00,104.9,Gas Station,7,0,5.4,0
27091,709296558,2024-12-01 08:00:00,49.81,Restaurant,8,0,30.3,0
27092,709296558,2024-05-20 19:00:00,57.15,Electronics,19,0,37.7,1
27093,709296558,2024-02-23 05:00:00,61.68,Electronics,5,0,7.9,0
27094,709296558,2024-08-31 18:00:00,58.36,Online Retail,18,0,9.9,0
27095,709296558,2024-08-13 04:00:00,63.66,Jewelry,4,0,37.6,0
27096,709296558,2024-12-09 06:00:00,59.82,ATM Withdrawal,6,0,50.1,0
27097,709296558,2024-01-06 23:00:00,32.04,Electronics,23,1,1740.5,0
27098,709296558,2024-07-28 13:00:00,19.63,Electronics,13,0,8.5,0
27099,709296558,2024-08-04 23:00:00,61.1,Online Retail,23,0,28.2,0
27100,709296558,2024-11-05 20:00:00,36.28,Restaurant,20,0,19.5,0
27101,709296558,2024-10-08 05:00:00,102.43,Travel,5,0,7.8,0
27102,709296558,2024-12-08 10:00:00,53.06,ATM Withdrawal,10,1,22.1,0
27103,709296558,2024-11-25 19:00:00,39.65,Online Retail,19,0,0.1,0
27104,709296558,2024-02-03 23:00:00,282.53,Online Retail,23,0,6.9,0
27105,709296558,2024-07-29 20:00:00,61.89,Grocery,20,0,11.9,0
27106,709296558,2024-06-24 21:00:00,81.34,Travel,21,0,9.9,0
27107,709296558,2024-01-21 20:00:00,46.16,Electronics,20,0,29.5,0
27108,709296558,2024-12-05 22:00:00,11.78,Travel,22,0,13.6,0
27109,709296558,2024-01-31 18:00:00,76.49,Jewelry,18,0,2.3,0
27110,709296558,2024-02-03 03:00:00,126.0,Online Retail,3,0,2.2,0
27111,713347608,2024-08-27 01:00:00,76.99,Utility Bill,1,1,180.2,1
27112,713347608,2024-05-03 22:00:00,158.86,Grocery,22,0,56.5,0
27113,713347608,2024-03-17 16:00:00,224.68,Gas Station,16,0,47.0,0
27114,713347608,2024-01-14 17:00:00,272.58,ATM Withdrawal,17,0,0.0,0
27115,713347608,2024-04-21 03:00:00,444.3,Electronics,3,0,0.2,0
27116,713347608,2024-07-06 03:00:00,217.73,Jewelry,3,0,53.2,0
27117,713347608,2024-09-07 16:00:00,161.82,Jewelry,16,0,6.5,0
27118,713347608,2024-09-13 17:00:00,302.5,ATM Withdrawal,17,0,6.6,0
27119,713347608,2024-11-29 16:00:00,120.3,Online Retail,16,0,16.2,0
27120,713347608,2024-04-16 04:00:00,66.89,Jewelry,4,0,3.5,0
27121,713347608,2024-09-21 19:00:00,67.71,Restaurant,19,0,6.7,0
27122,713347608,2024-10-03 15:00:00,574.17,Electronics,15,0,8.8,0
27123,713347608,2024-11-18 09:00:00,339.67,Jewelry,9,0,29.6,0
27124,713347608,2024-06-23 07:00:00,93.88,Grocery,7,0,9.4,0
27125,713347608,2024-02-15 23:00:00,468.34,Utility Bill,23,0,15.8,0
27126,713347608,2024-11-29 21:00:00,295.44,Travel,21,0,11.0,0
27127,713347608,2024-09-04 09:00:00,92.37,Utility Bill,9,0,8.8,0
27128,714965958,2024-06-29 04:00:00,12.77,Gas Station,4,0,9.6,0
27129,714965958,2024-09-10 14:00:00,38.78,Gas Station,14,0,5.8,0
27130,714965958,2024-03-03 02:00:00,36.82,Jewelry,2,0,11.7,1
27131,714965958,2024-12-07 07:00:00,41.84,Restaurant,7,0,4.0,0
27132,714965958,2024-07-23 21:00:00,41.93,Grocery,21,0,12.9,0
27133,714965958,2024-04-17 20:00:00,116.43,Restaurant,20,0,23.7,0
27134,714965958,2024-12-20 09:00:00,31.45,Gas Station,9,0,20.7,0
27135,714965958,2024-11-09 19:00:00,24.68,Restaurant,19,0,10.1,0
27136,714965958,2024-08-20 11:00:00,219.79,ATM Withdrawal,11,0,22.6,0
27137,714965958,2024-05-09 17:00:00,61.37,Utility Bill,17,0,9.0,0
27138,714965958,2024-12-23 01:00:00,62.79,Gas Station,1,0,17.7,0
27139,714965958,2024-07-20 07:00:00,124.86,Jewelry,7,0,3.7,0
27140,714965958,2024-06-09 11:00:00,49.34,Utility Bill,11,0,1.1,0
27141,714965958,2024-01-05 04:00:00,38.94,Gas Station,4,0,17.6,0
27142,714965958,2024-01-26 20:00:00,51.95,Gas Station,20,0,18.7,0
27143,714965958,2024-07-30 07:00:00,72.87,Grocery,7,1,120.2,0
27144,714965958,2024-04-13 23:00:00,41.15,Utility Bill,23,0,3.3,0
27145,714965958,2024-07-18 18:00:00,45.76,Grocery,18,0,9.9,0
27146,714965958,2024-11-24 04:00:00,52.18,Utility Bill,4,0,29.0,0
27147,714965958,2024-09-28 15:00:00,65.78,Utility Bill,15,1,907.2,0
27148,719025333,2024-05-11 14:00:00,115.02,Grocery,14,0,43.2,0
27149,719025333,2024-05-19 15:00:00,39.72,ATM Withdrawal,15,0,9.1,0
27150,719025333,2024-07-02 20:00:00,92.4,Online Retail,20,0,19.9,0
27151,719025333,2024-06-19 02:00:00,103.76,Utility Bill,2,0,13.1,0
27152,719025333,2024-04-05 12:00:00,97.59,Restaurant,12,0,2.9,0
27153,719025333,2024-11-01 15:00:00,54.61,Electronics,15,0,41.0,0
27154,719025333,2024-08-11 01:00:00,68.26,Utility Bill,1,0,8.7,0
27155,719025333,2024-10-31 12:00:00,44.9,Travel,12,0,2.3,0
27156,719025333,2024-06-06 06:00:00,140.21,Grocery,6,0,2.1,0
27157,719025333,2024-02-14 20:00:00,50.87,Utility Bill,20,0,45.8,0
27158,719025333,2024-06-24 06:00:00,45.54,Utility Bill,6,0,9.0,0
27159,719025333,2024-04-03 08:00:00,180.62,ATM Withdrawal,8,0,34.7,0
27160,719025333,2024-04-13 23:00:00,24.99,Restaurant,23,0,36.7,0
27161,719025333,2024-06-28 21:00:00,113.55,Online Retail,21,0,13.0,0
27162,767256933,2024-09-27 23:00:00,247.38,Grocery,23,0,24.0,0
27163,767256933,2024-07-21 02:00:00,122.75,Online Retail,2,0,3.8,0
27164,767256933,2024-04-26 00:00:00,47.54,Gas Station,0,0,31.6,0
27165,767256933,2024-06-10 04:00:00,110.33,Online Retail,4,0,0.4,1
27166,767256933,2024-12-30 06:00:00,51.11,Utility Bill,6,0,5.2,0
27167,767256933,2024-12-08 01:00:00,41.37,Electronics,1,0,21.7,0
27168,767256933,2024-09-23 10:00:00,63.53,ATM Withdrawal,10,0,23.1,0
27169,767256933,2024-06-02 14:00:00,90.28,Gas Station,14,0,6.6,0
27170,767256933,2024-12-25 18:00:00,76.38,Grocery,18,0,0.9,0
27171,767256933,2024-04-24 22:00:00,48.51,Restaurant,22,0,16.1,0
27172,767256933,2024-06-06 02:00:00,55.51,Gas Station,2,0,1.9,0
27173,767256933,2024-01-16 05:00:00,67.38,Grocery,5,0,8.3,0
27174,767256933,2024-08-16 09:00:00,41.07,Utility Bill,9,0,21.6,0
27175,767256933,2024-02-04 06:00:00,106.42,ATM Withdrawal,6,0,6.1,0
27176,767256933,2024-09-01 08:00:00,48.96,Electronics,8,0,12.2,0
27177,767256933,2024-07-15 05:00:00,90.06,Restaurant,5,0,5.9,0
27178,767256933,2024-03-08 00:00:00,165.72,Electronics,0,0,27.1,0
27179,767256933,2024-09-21 06:00:00,213.2,ATM Withdrawal,6,0,4.5,0
27180,767256933,2024-05-18 21:00:00,61.62,Travel,21,0,41.0,0
27181,767256933,2024-03-01 09:00:00,21.47,Utility Bill,9,0,19.6,0
27182,767256933,2024-12-20 18:00:00,48.79,Gas Station,18,0,5.0,0
27183,709328733,2024-10-31 16:00:00,175.32,Jewelry,16,0,20.5,0
27184,709328733,2024-02-24 13:00:00,112.84,Grocery,13,0,6.9,0
27185,709328733,2024-06-27 23:00:00,47.84,Restaurant,23,0,24.9,0
27186,709328733,2024-06-05 19:00:00,20.42,ATM Withdrawal,19,0,6.2,0
27187,709328733,2024-05-25 22:00:00,55.16,Grocery,22,0,6.8,0
27188,709328733,2024-12-06 10:00:00,49.96,Electronics,10,0,4.5,0
27189,710760258,2024-06-27 18:00:00,27.52,Gas Station,18,0,58.5,0
27190,710760258,2024-02-28 03:00:00,129.06,Online Retail,3,0,27.5,0
27191,710760258,2024-01-28 21:00:00,45.63,Restaurant,21,0,9.7,0
27192,710760258,2024-06-22 06:00:00,35.01,Gas Station,6,0,0.1,0
27193,710760258,2024-05-24 15:00:00,70.78,Restaurant,15,0,1.5,0
27194,710760258,2024-01-31 05:00:00,42.13,Electronics,5,0,7.1,0
27195,710760258,2024-12-29 03:00:00,80.84,Restaurant,3,0,5.5,0
27196,710760258,2024-07-15 08:00:00,37.37,Jewelry,8,0,13.7,1
27197,710760258,2024-05-24 17:00:00,96.78,Jewelry,17,1,546.1,0
27198,710760258,2024-04-12 05:00:00,55.69,Electronics,5,0,2.2,0
27199,710760258,2024-06-24 11:00:00,52.9,Grocery,11,0,11.7,0
27200,710760258,2024-03-05 21:00:00,124.42,Travel,21,0,0.1,0
27201,710760258,2024-11-28 06:00:00,87.68,Gas Station,6,0,2.5,0
27202,710760258,2024-07-23 12:00:00,92.87,Gas Station,12,0,71.2,0
27203,710760258,2024-09-02 15:00:00,41.01,Online Retail,15,0,0.7,0
27204,710760258,2024-06-02 09:00:00,40.18,Electronics,9,0,6.2,0
27205,710760258,2024-10-31 11:00:00,34.07,Travel,11,0,4.3,0
27206,710760258,2024-08-25 15:00:00,83.19,Gas Station,15,0,41.3,0
27207,710760258,2024-07-21 18:00:00,54.02,Jewelry,18,0,18.1,0
27208,710760258,2024-05-21 13:00:00,46.13,Utility Bill,13,0,16.5,0
27209,712968708,2024-09-07 22:00:00,117.57,Travel,22,0,1.9,0
27210,712968708,2024-08-20 17:00:00,50.98,Utility Bill,17,0,5.3,0
27211,712968708,2024-12-30 20:00:00,63.87,Utility Bill,20,0,3.7,0
27212,712968708,2024-09-27 14:00:00,29.53,Gas Station,14,0,0.4,0
27213,712968708,2024-06-20 11:00:00,69.89,Travel,11,0,20.1,0
27214,712968708,2024-01-31 14:00:00,25.66,ATM Withdrawal,14,0,17.5,0
27215,712968708,2024-11-22 23:00:00,105.99,Jewelry,23,0,10.7,0
27216,712968708,2024-09-28 23:00:00,88.52,Online Retail,23,0,2.5,0
27217,712968708,2024-07-28 19:00:00,144.84,Utility Bill,19,0,4.6,0
27218,712968708,2024-07-10 20:00:00,49.09,Gas Station,20,0,40.5,0
27219,712968708,2024-12-31 11:00:00,72.02,ATM Withdrawal,11,0,13.1,0
27220,712968708,2024-12-16 09:00:00,76.82,Jewelry,9,0,6.8,0
27221,712968708,2024-09-21 22:00:00,98.19,Electronics,22,0,15.8,0
27222,712968708,2024-04-15 21:00:00,59.82,Grocery,21,0,6.8,0
27223,712968708,2024-05-15 04:00:00,50.93,Grocery,4,0,8.8,0
27224,712968708,2024-07-20 07:00:00,155.15,Grocery,7,0,7.4,0
27225,712968708,2024-12-14 14:00:00,168.05,Grocery,14,0,10.4,0
27226,712968708,2024-02-16 14:00:00,123.04,Grocery,14,0,8.9,0
27227,712968708,2024-11-05 13:00:00,59.36,Restaurant,13,0,8.8,0
27228,794562783,2024-03-19 05:00:00,44.44,ATM Withdrawal,5,0,14.8,0
27229,794562783,2024-06-23 08:00:00,63.83,Travel,8,0,10.7,0
27230,794562783,2024-04-18 21:00:00,29.66,Grocery,21,0,38.9,0
27231,794562783,2024-04-22 21:00:00,46.08,ATM Withdrawal,21,0,18.6,0
27232,794562783,2024-02-11 05:00:00,46.69,Utility Bill,5,0,54.3,0
27233,794562783,2024-08-30 21:00:00,117.0,Travel,21,0,46.0,0
27234,794562783,2024-01-15 23:00:00,55.32,ATM Withdrawal,23,0,70.5,0
27235,794562783,2024-06-25 06:00:00,20.16,Gas Station,6,0,16.2,0
27236,794562783,2024-04-25 04:00:00,68.23,Electronics,4,0,10.2,0
27237,794562783,2024-11-16 07:00:00,78.83,Jewelry,7,1,502.5,0
27238,794562783,2024-02-26 06:00:00,25.28,Gas Station,6,0,44.9,0
27239,794562783,2024-01-10 21:00:00,61.92,Electronics,21,0,20.0,0
27240,787573683,2024-06-03 14:00:00,49.35,Gas Station,14,0,0.2,0
27241,787573683,2024-04-23 02:00:00,55.69,Online Retail,2,0,33.5,1
27242,787573683,2024-04-05 23:00:00,27.09,Online Retail,23,0,13.7,0
27243,787573683,2024-12-30 19:00:00,67.74,Travel,19,0,13.8,0
27244,787573683,2024-09-21 09:00:00,83.42,Electronics,9,0,2.3,0
27245,787573683,2024-02-02 09:00:00,86.26,Jewelry,9,0,5.5,0
27246,787573683,2024-03-07 11:00:00,69.44,ATM Withdrawal,11,0,1.4,0
27247,787573683,2024-03-30 17:00:00,59.3,ATM Withdrawal,17,0,24.2,0
27248,787573683,2024-05-20 11:00:00,42.86,Utility Bill,11,0,12.8,0
27249,787573683,2024-11-10 18:00:00,41.17,ATM Withdrawal,18,0,24.5,0
27250,787573683,2024-04-29 03:00:00,130.71,Gas Station,3,0,9.1,0
27251,787573683,2024-07-01 01:00:00,113.07,Gas Station,1,0,8.8,0
27252,787573683,2024-11-18 06:00:00,22.82,Electronics,6,0,33.7,0
27253,787573683,2024-09-01 14:00:00,46.67,ATM Withdrawal,14,0,5.1,0
27254,787573683,2024-01-02 14:00:00,82.89,Travel,14,0,23.8,0
27255,787573683,2024-01-22 21:00:00,62.79,Online Retail,21,0,12.6,0
27256,787573683,2024-10-05 00:00:00,86.83,Utility Bill,0,0,3.6,0
27257,787573683,2024-10-31 04:00:00,28.45,ATM Withdrawal,4,0,91.2,0
27258,720964683,2024-09-15 08:00:00,101.06,Restaurant,8,0,6.6,0
27259,720964683,2024-05-02 00:00:00,119.18,Utility Bill,0,0,3.4,0
27260,720964683,2024-11-13 23:00:00,50.95,Gas Station,23,1,422.0,0
27261,720964683,2024-07-07 04:00:00,36.16,Gas Station,4,0,7.2,0
27262,720964683,2024-12-23 02:00:00,61.09,Jewelry,2,0,29.7,0
27263,720964683,2024-06-30 10:00:00,44.49,Electronics,10,0,8.5,0
27264,720964683,2024-03-12 01:00:00,108.42,Restaurant,1,0,18.1,0
27265,720964683,2024-07-05 15:00:00,67.28,Travel,15,0,0.1,0
27266,720964683,2024-03-08 03:00:00,83.35,Restaurant,3,0,55.8,0
27267,720964683,2024-02-14 03:00:00,16.2,Jewelry,3,0,22.3,0
27268,720964683,2024-03-27 14:00:00,34.62,Gas Station,14,0,11.5,0
27269,720964683,2024-01-05 17:00:00,25.91,Gas Station,17,0,7.4,0
27270,720964683,2024-12-23 09:00:00,83.11,Restaurant,9,0,2.3,0
27271,720964683,2024-10-27 18:00:00,62.83,Travel,18,0,2.9,0
27272,720964683,2024-04-17 14:00:00,89.8,Gas Station,14,0,8.1,0
27273,713750583,2024-11-12 21:00:00,52.74,Gas Station,21,0,45.5,0
27274,713750583,2024-07-14 10:00:00,98.98,Gas Station,10,0,1.7,0
27275,713750583,2024-04-28 01:00:00,27.17,Utility Bill,1,0,48.1,0
27276,713750583,2024-02-26 00:00:00,63.61,Online Retail,0,0,16.9,0
27277,713750583,2024-11-24 13:00:00,99.9,Grocery,13,0,1.3,0
27278,713750583,2024-09-03 10:00:00,138.3,Electronics,10,0,5.8,0
27279,713750583,2024-05-07 03:00:00,247.39,ATM Withdrawal,3,0,1.0,0
27280,809844108,2024-11-08 01:00:00,33.54,Utility Bill,1,0,1.1,0
27281,809844108,2024-01-30 12:00:00,39.57,Travel,12,0,3.9,0
27282,809844108,2024-08-15 20:00:00,62.39,Jewelry,20,0,11.4,0
27283,809844108,2024-02-22 20:00:00,173.83,Utility Bill,20,0,20.5,0
27284,809844108,2024-09-17 04:00:00,63.2,Jewelry,4,0,20.4,0
27285,809844108,2024-11-05 13:00:00,40.12,Electronics,13,0,24.9,0
27286,809844108,2024-07-14 04:00:00,36.96,Electronics,4,0,1.6,0
27287,809844108,2024-09-25 18:00:00,68.36,Gas Station,18,0,25.9,0
27288,809844108,2024-03-14 06:00:00,56.39,Utility Bill,6,0,13.3,0
27289,809844108,2024-04-02 16:00:00,70.78,Restaurant,16,0,4.5,0
27290,809844108,2024-07-19 11:00:00,52.09,Utility Bill,11,0,3.4,0
27291,809844108,2024-03-02 09:00:00,51.36,Restaurant,9,0,15.7,0
27292,809844108,2024-02-03 05:00:00,20.51,Gas Station,5,0,9.7,0
27293,809844108,2024-08-04 04:00:00,27.74,Utility Bill,4,0,27.3,0
27294,809844108,2024-10-18 10:00:00,46.86,Restaurant,10,0,12.1,0
27295,809844108,2024-10-09 19:00:00,24.25,Restaurant,19,0,39.7,0
27296,809844108,2024-11-07 21:00:00,190.49,Grocery,21,0,5.1,0
27297,809844108,2024-02-04 03:00:00,76.96,ATM Withdrawal,3,0,0.3,0
27298,809844108,2024-05-14 07:00:00,52.6,Gas Station,7,0,4.4,0
27299,718840833,2024-10-15 10:00:00,176.4,Jewelry,10,0,4.8,0
27300,718840833,2024-02-24 10:00:00,22.15,Utility Bill,10,0,5.4,0
27301,718840833,2024-01-31 10:00:00,128.31,Restaurant,10,0,7.9,0
27302,718840833,2024-12-26 06:00:00,124.02,Electronics,6,0,12.2,0
27303,718840833,2024-10-04 14:00:00,58.04,Grocery,14,0,5.2,0
27304,718840833,2024-07-20 17:00:00,293.03,Electronics,17,0,61.8,0
27305,718840833,2024-11-06 02:00:00,163.87,Electronics,2,0,2.3,0
27306,718840833,2024-05-13 18:00:00,112.59,Utility Bill,18,0,10.6,0
27307,718840833,2024-10-22 14:00:00,155.84,Online Retail,14,0,22.1,0
27308,718840833,2024-06-15 01:00:00,57.64,Travel,1,0,7.7,0
27309,718840833,2024-01-12 04:00:00,101.59,Jewelry,4,0,2.2,0
27310,718840833,2024-03-28 22:00:00,336.06,Grocery,22,1,1142.4,0
27311,718840833,2024-01-29 21:00:00,434.14,Online Retail,21,0,2.3,0
27312,718840833,2024-03-09 20:00:00,49.33,Grocery,20,0,9.0,0
27313,718840833,2024-08-06 06:00:00,113.48,Electronics,6,0,44.7,0
27314,718840833,2024-01-09 10:00:00,63.68,Gas Station,10,0,30.2,0
27315,718840833,2024-05-30 06:00:00,79.96,Restaurant,6,0,11.7,0
27316,718840833,2024-04-28 22:00:00,221.36,Grocery,22,0,21.6,0
27317,718840833,2024-04-07 12:00:00,327.54,Utility Bill,12,0,2.6,0
27318,717535083,2024-11-08 21:00:00,90.04,Gas Station,21,0,5.5,0
27319,717535083,2024-12-02 21:00:00,65.93,Travel,21,0,47.0,0
27320,717535083,2024-10-25 06:00:00,43.41,Travel,6,0,13.6,0
27321,717535083,2024-01-06 21:00:00,101.19,Grocery,21,0,13.4,0
27322,717535083,2024-04-29 11:00:00,155.32,Restaurant,11,0,12.4,0
27323,717535083,2024-02-19 02:00:00,136.8,Gas Station,2,0,3.7,0
27324,717535083,2024-01-14 21:00:00,84.52,Restaurant,21,0,10.9,0
27325,717535083,2024-09-26 12:00:00,52.6,Travel,12,0,32.6,0
27326,717535083,2024-01-03 03:00:00,54.86,Grocery,3,0,4.8,0
27327,717535083,2024-08-31 08:00:00,108.76,Gas Station,8,0,12.7,0
27328,717535083,2024-12-25 14:00:00,161.13,Online Retail,14,0,0.1,0
27329,717535083,2024-04-28 23:00:00,188.82,Online Retail,23,0,23.1,0
27330,717535083,2024-01-16 23:00:00,107.3,Online Retail,23,0,15.2,0
27331,717535083,2024-05-13 11:00:00,41.4,Grocery,11,0,27.8,0
27332,717535083,2024-04-18 22:00:00,42.94,Travel,22,0,10.2,0
27333,717535083,2024-01-10 19:00:00,162.37,Grocery,19,0,16.2,0
27334,717535083,2024-09-09 00:00:00,123.43,Jewelry,0,0,3.4,0
27335,717535083,2024-01-06 01:00:00,57.12,Restaurant,1,0,5.5,0
27336,717535083,2024-10-29 10:00:00,132.72,Gas Station,10,0,18.5,0
27337,717535083,2024-01-10 20:00:00,25.37,Travel,20,0,3.2,0
27338,717535083,2024-08-15 11:00:00,51.86,Online Retail,11,0,7.1,0
27339,720008133,2024-01-15 14:00:00,27.4,Online Retail,14,0,9.5,0
27340,720008133,2024-07-06 18:00:00,246.28,Utility Bill,18,1,3289.3,1
27341,720008133,2024-02-26 03:00:00,59.6,Online Retail,3,0,15.1,0
27342,720008133,2024-06-26 20:00:00,28.72,ATM Withdrawal,20,0,9.1,0
27343,720008133,2024-12-04 04:00:00,27.75,Gas Station,4,0,21.8,0
